Course,University,Masters/Bachelors,Language,Course Duration,Course Link
MANAGEMENT AND BUSINESS CONSULTING - LM-77 R,Università degli Studi del MOLISE,Magistrale,MU,2 years,https://www3.unimol.it/dipartimenti/economia/corso/management_consulenza_aziendale_home
"INSTITUTIONS, GOVERNANCE AND GLOBAL STUDIES - LM-62 R",Università degli Studi del MOLISE,Magistrale,MU,2 years,https://www.universitaly.it/#
WORLD POLITICS AND INTERNATIONAL RELATIONS - LM-62 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://wpir.cdl.unipv.it/
COMPUTER SCIENCE - L-31 R,Università degli Studi di MESSINA,Triennale,MU,3 years,https://informatica.cdl.unime.it/
COMPUTER SCIENCE - LM-18,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-informatica
INFORMATICS - LM-18,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8647
INFORMATICS - LM-18,Università degli Studi di CAGLIARI,Magistrale,MU,2 years,https://www.unica.it/unica/it/crs_60_73.page
NURSING - L/SNT1,UniCamillus - Saint Camillus International University of Health Sciences,Triennale,MU,3 years,https://unicamillus.org/corsi/triennale/infermieristica/
INDUSTRIAL NANOBIOTECHNOLOGIES FOR PHARMACEUTICALS - LM-8 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://industrialnanobiotecforpharma.cdl.unipv.it/en
INDUSTRIAL CHEMISTRY FOR CIRCULAR AND BIO ECONOMY - LM-71 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.scienzechimiche.unina.it/iccbe
INDUSTRIAL SAFETY AND RISK ENGINEERING - LM-26 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ingindinf.polimi.it/
INDUSTRIAL ENGINEERING FOR SUSTAINABLE MANUFACTURING - LM-31/ LM-33,Università degli Studi di UDINE,Magistrale,EN,2 years,http://www.uniud.it/it/industrial-engineering-sustainable-manufacturing
INDUSTRIAL ENGINEERING TECHNOLOGY - L-9 R,Università degli Studi di CASSINO e del LAZIO MERIDIONALE,Triennale,EN,3 years,https://unicas-public.gomp.it/PublicData?mode=classRoomList&academicYear=2023&iso=ita
INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP - LM-77 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://mibe.cdl.unipv.it/
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,http://lmiat.unipv.eu/
BUILDING ENGINEERING AND ARCHITECTURE - LM-4 C.U. R,Università degli Studi di PAVIA,unico,MU,5 years,http://iea.unipv.eu/
"COMPUTATIONAL AND MODELLING ENGINEERING FOR MATERIALS, STRUCTURES, AND SUSTAINABLE TECHNOLOGIES - LM-44 R",Università degli Studi di PAVIA,Magistrale,MU,2 years,https://ingcm.unipv.it/
CIVIL ENGINEERING - LM-23 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,https://ingciv.unipv.it/
INDUSTRIAL NANOBIOTECHNOLOGIES FOR PHARMACEUTICALS - LM-8 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://industrialnanobiotecforpharma.cdl.unipv.it/en
INDUSTRIAL AUTOMATION ENGINEERING - LM-25,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://mpiae.unipv.eu/
GEOSCIENCES FOR SUSTAINABLE DEVELOPMENT - LM-74 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,https://geoscienzesostenibili.cdl.unipv.it/it
FINANCE - LM-16 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,http://finance.cdl.unipv.it/
"EUROPEAN LANGUAGES, CULTURES AND SOCIETIES IN CONTACT - LM-38 R",Università degli Studi di PAVIA,Magistrale,MU,2 years,https://portale.unipv.it/it/didattica/corsi-di-laurea/corsi-di-laurea-magistrale/european-languages-cultures-and-societies-contact
COMPUTING SYSTEMS ENGINEERING - LM-32,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=18
COMMUNICATION ENGINEERING AND ELECTRONIC TECHNOLOGIES - LM-27,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM65/communication-engineering-and-electronic-technologies
MATERIALS ENGINEERING AND NANOTECHNOLOGY - LM-53.,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM56/materials-engineering-and-nanotechnology
SUSTAINABLE MATERIALS AND PROCESSES ENGINEERING - LM-53.,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8646
CIVIL ENGINEERING - LM-23 R,Università della CALABRIA,Magistrale,MU,2 years,https://corsi.unical.it/lm/ingegneria-civile/
CIVIL ENGINEERING - LM-23 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://corsi.unitn.it/it/ingegneria-civile-magistrale
AEROSPACE ENGINEERING - LM-20 R,Università di PISA,Magistrale,MU,2 years,http://aerospace.ing.unipi.it/
INFORMATION ENGINEERING - LM-27,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/information-engineering
INFORMATICS FOR DIGITAL HEALTH - LM-18,Università di PISA,Magistrale,EN,2 years,https://didattica.di.unipi.it/en/master-programme-in-informatics-for-digital-health/
ICT FOR INTERNET AND MULTIMEDIA - LM-27,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2898&tipo=LM&scuola=IN
COMPUTER ENGINEERING - L-8 R,Università degli Studi di GENOVA,Triennale,MU,3 years,https://corsi.unige.it/corsi/11880
COMPUTER SCIENCE ENGINEERING - LM-32,Politecnico di BARI,Magistrale,EN,2 years,https://poliba.coursecatalogue.cineca.it/corsi/2025/10021
COMPUTER ENGINEERING REPLICA SEDE IMPERIA - L-8 R,Università degli Studi di GENOVA,Triennale,MU,3 years,https://corsi.unige.it/corsi/8719
COMPUTER ENGINEERING AND ROBOTICS - LM-32,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8643
"COMPUTER, COMMUNICATIONS AND ELECTRONIC ENGINEERING - L-8 R",Università degli Studi di TRENTO,Triennale,MU,3 years,https://corsi.unitn.it/it/ingegneria-informatica-delle-comunicazioni-ed-elettronica
MATHEMATICAL ENGINEERING - LM-44 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://www.disim.univaq.it/degree2a2a.html?section=single-0A01&degree_id=4
MECHANICAL ENGINEERING - LM-33,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8640
MECHANICAL ENGINEERING - LM-33,Università degli Studi di BRESCIA,Magistrale,MU,2 years,https://permalink.unibs.it/suacds/2025/05861R/infogen
MECHANICAL ENGINEERING - LM-33,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.ing-mem.unifi.it/
MECHANICAL ENGINEERING - L-9 R,Politecnico di MILANO,Triennale,MU,3 years,https://www.mecheng.polimi.it/
MECHANICAL ENGINEERING - LM-33,Università degli Studi dell'AQUILA,Magistrale,MU,2 years,http://www.ing.univaq.it/
MECHANICAL ENGINEERING - LM-33,Università della CALABRIA,Magistrale,MU,2 years,https://www.unical.it/storage/cds/22348/
MECHANICAL ENGINEERING REPLICA PIACENZA - L-9 R,Politecnico di MILANO,Triennale,MU,3 years,https://www.mecheng.polimi.it/
MECHANICAL ENGINEERING FOR DESIGN AND MANUFACTURING. - LM-33,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://meccanica.dii.unina.it/it/info-lmpp
AERONAUTICAL ENGINEERING - LM-20 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33483
AEROSPACE ENGINEERING - LM-20 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://aerospaziale.dii.unina.it/
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-480
CHEMICAL ENGINEERING - LM-22 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.ingchim.unina.it/
CHEMICAL AND SUSTAINABLE PROCESSES ENGINEERING - LM-22 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-482
CHEMICAL AND PROCESS ENGINEERING - LM-22 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/IngegneriaChimicaProcesso
ICT AND INTERNET ENGINEERING - LM-27,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://internet.uniroma2.it/en/
MECHATRONICS ENGINEERING - LM-29,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://mechatronics.uniroma2.it/
MANAGEMENT ENGINEERING - LM-31,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,MU,2 years,http://gestionale.uniroma2.it/
ENGINEERING SCIENCES - L-9 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://www.engineering-sciences.uniroma2.it/
TOURISM SCIENCES - L-15 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,MU,3 years,https://www-2020.turismo.lettere.uniroma2.it/
GLOBAL GOVERNANCE - L-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://www.globalgovernance.it/
BUSINESS ADMINISTRATION & ECONOMICS - L-18 R/ L-33 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,EN,3 years,http://economia.uniroma2.it/ba/business-administration-economics/
BIOTECHNOLOGY FOR INDUSTRY AND HEALTH - LM-8 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://www-2022.scienze.uniroma2.it/2022/11/01/the-master-of-science-in-biotechnology/
PHARMACY - LM-13 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,5 years,http://farmacia.uniroma2.it/
FINANCE AND BANKING - LM-16 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/financeandbanking
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,6 years,http://www.medschool.uniroma2.it/
MEDICINE AND SURGERY - LM-41 R,"Università degli Studi di ROMA ""Tor Vergata""",unico,EN,6 years,https://www.universitaly.it/#
"TOURISM STRATEGY, CULTURAL HERITAGE AND MADE IN ITALY - LM-49 R","Università degli Studi di ROMA ""Tor Vergata""",Magistrale,MU,2 years,https://www-2023.tourismstrategy.lettere.uniroma2.it/
ECONOMICS - LM-56 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/economics
ASTROPHYSICS AND SPACE SCIENCE - LM-58 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://www.master-mass.eu/
SPORT AND HEALTH PROMOTION - LM-68 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://www.pahp.med.uniroma2.it/
CHEMICAL NANO-ENGINEERING - LM-71 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://chem-nano-eng.uniroma2.it/
BUSINESS ADMINISTRATION - LM-77 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/ba
"ART HISTORY IN ROME, FROM LATE ANTIQUITY TO THE PRESENT - LM-89 R","Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,http://arthistoryrome.uniroma2.it/
EUROPEAN ECONOMY AND BUSINESS LAW - LM-90 R,"Università degli Studi di ROMA ""Tor Vergata""",Magistrale,EN,2 years,https://economia.uniroma2.it/master-science/eebl
GEOPHYSICS AND GEODATA - LM-79 R,Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-geophysics-geodata
GEOPHYSICS - LM-79 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://geophysics.cdl.unimi.it/en/
GEOPHYSICAL SCIENCES FOR SEISMIC RISK - LM-79 R,Università degli Studi di MESSINA,Magistrale,EN,2 years,https://geophysical-sciences-for-seismic-risk.cdl.unime.it/en
GEOLOGY FOR ENERGY RESOURCES - LM-74 R,Università degli Studi di PERUGIA,Magistrale,EN,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8227
GEOLOGY FOR SUSTAINABLE DEVELOPMENT - LM-74 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,https://corsi.unibo.it/magistrale/GeologiaTerritorio
ENVIRONMENTAL GEOLOGY AND EARTH DYNAMICS - LM-74 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3007&cg=scienze
GEOINFORMATICS ENGINEERING - LM-32/ LM-35 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.geoinformatics.polimi.it/
"GEOGRAPHY, SPATIAL MANAGEMENT, HERITAGE FOR INTERNATIONAL COOPERATION - LM-80 R",Università degli Studi di FIRENZE,Magistrale,MU,2 years,https://www.spatialmanagement.unifi.it/
GEOENVIRONMENTAL RESOURCES AND RISKS - LM-74 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10019
GEOENGINEERING - LM-35 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.ing-gem.unifi.it/
GENOMICS - L-2 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,http://corsi.unibo.it/1Cycle/Genomics
FUNCTIONAL GENOMICS - LM-6 R,Università degli Studi di TRIESTE,Magistrale,MU,2 years,https://lauree.units.it/2-genomica-funzionale
GENETICS AND MOLECULAR BIOLOGY - LM-6 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33597
GENETIC COUNSELLORS - LM-9 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://genetic-counsellors.unisi.it/en
GREEN INDUSTRIAL ENGINEERING - LM-30 R,Università Politecnica delle MARCHE,Magistrale,EN,2 years,https://www.ingegneria.univpm.it/offerta-formativa-2025
GLOBAL MANAGEMENT AND POLITICS - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/global-management-and-politics
GLOBAL LAW - L-14 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Triennale,EN,3 years,https://undergraduate.luiss.it/it
LAW - LMG/01 R,Università degli Studi di MACERATA,unico,MU,5 years,https://corsi.unimc.it/it/giurisprudenza
LAW - LMG/01 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,unico,MU,5 years,https://undergraduate.luiss.it/it/course/giurisprudenza/
LAW - LMG/01 R,"Università Commerciale ""Luigi Bocconi"" MILANO",unico,MU,5 years,https://www.unibocconi.it/it/corsi-di-studio/giurisprudenza/laurea-magistrale-giurisprudenza-0
ECONOMICS AND MANAGEMENT OF SUSTAINABLE FOOD SYSTEM - LM-77 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/cdlm-emsfs
DENTAL HYGIENE - L/SNT3,Università degli Studi di PARMA,Triennale,EN,3 years,https://corsi.unipr.it/cdl-dh
DATA SCIENCE FOR MANAGEMENT - LM-DATA,Università degli Studi di PARMA,Magistrale,EN,2 years,https://www.universitaly.it/#
COMMUNICATION ENGINEERING - LM-27,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/it/cdlm-ce
ARCHITECTURE AND CITY SUSTAINABILITY - LM-4 R,Università degli Studi di PARMA,Magistrale,MU,2 years,https://corsi.unipr.it/it/cdlm-arch
ADVANCED MOLECULAR SCIENCES FOR HEALTH PRODUCTS - LM-54 R,Università degli Studi di PARMA,Magistrale,EN,2 years,https://corsi.unipr.it/en/cdlm-amshp
TRANSNATIONAL GERMAN STUDIES - LM-37 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,http://www.transnationalgermanstudies.eu/
TOURISM SYSTEMS AND HOSPITALITY MANAGEMENT - LM-49 R,Università degli Studi di PALERMO,Magistrale,EN,2 years,http://www.unipa.it/dipartimenti/seas/cds/tourismsystemsandhospitalitymanagement2205
SUSTAINABLE AND RESILIENT PAVEMENT ENGINEERING - LM-23 R,Università degli Studi di PALERMO,Magistrale,EN,2 years,http://surpave.eu/
STATISTICS AND DATA SCIENCE - LM-82 R/ LM-DATA,Università degli Studi di PALERMO,Magistrale,MU,2 years,https://www.unipa.it/dipartimenti/seas/?pagina=cds
CIVIL ENGINEERING - LM-23 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://corsi.unitn.it/it/ingegneria-civile-magistrale
"COMPUTER, COMMUNICATIONS AND ELECTRONIC ENGINEERING - L-8 R",Università degli Studi di TRENTO,Triennale,MU,3 years,https://corsi.unitn.it/it/ingegneria-informatica-delle-comunicazioni-ed-elettronica
ENERGY ENGINEERING - LM-30 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/ingegneria-energetica
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://offertaformativa.unitn.it/it/lm/ingegneria-l-ambiente-e-il-%20territorio
INNOVATION MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/innovation-management
INTERNATIONAL MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/international-management
MODERN LANGUAGES IN TOURISM AND INTERNATIONAL COOPERATION - LM-38 R,Università degli Studi di TRENTO,Magistrale,MU,2 years,https://corsi.unitn.it/it/lingue-moderne-nel-turismo-e-nella-cooperazione-internazionale
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/management
MANAGEMENT - LM-77 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/european-master-business-studies
MANAGEMENT AND INDUSTRIAL SYSTEMS ENGINEERING - LM-31,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/management-and-industrial-systems-engineering
MEDITERRANEAN FOOD SCIENCE AND TECHNOLOGY - LM-70 R,Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/dipartimenti/saaf/cds/mediterraneanfoodscienceandtechnology2238
MANAGEMENT ENGINEERING - LM-31,Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/dipartimenti/ingegneria/cds/managementengineeringcorsoonline2256/
MANAGEMENT ENGINEERING - LM-31,Università degli Studi di PALERMO,Magistrale,EN,2 years,http://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriagestionale2034
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/dipartimenti/dems/cds/internationalrelationsrelazioniinternazionali2139
"INTERNATIONAL RELATIONS, POLITICS & TRADE - LM-52 R",Università degli Studi di PALERMO,Magistrale,EN,2 years,https://www.unipa.it/ateneo/corsiteledidattica/
MANAGEMENT ENGINEERING - L-9 R,Università degli Studi di PALERMO,Triennale,MU,3 years,http://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriagestionale2094
ELECTRONICS ENGINEERING - L-8 R,Università degli Studi di PALERMO,Triennale,MU,3 years,https://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriaelettronica2268
CIVIL ENGINEERING - LM-23 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,https://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriacivile2274/
CHEMICAL ENGINEERING - LM-22 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,https://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriachimica2025
BIOMEDICAL ENGINEERING - LM-21 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,https://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriabiomedica2236
ARCHITECTURE - L-17 R,Politecnico di TORINO,Triennale,MU,3 years,https://www.polito.it/corsi/80-458
ARCHITECTURE CONSTRUCTION CITY - LM-4 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/81-5
ARCHITECTURE FOR HERITAGE - LM-4 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/82-4
ARCHITECTURE FOR SUSTAINABILITY - LM-4 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/82-6
AUTOMOTIVE ENGINEERING - LM-33,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-464
CIVIL AND ENVIRONMENTAL ENGINEERING - L-7 R,Politecnico di TORINO,Triennale,EN,3 years,https://www.polito.it/corsi/32-465
COMMUNICATIONS ENGINEERING - LM-27,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-467
CYBERSECURITY ENGINEERING - LM-32/ LM-66 R,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-468
DATA SCIENCE AND ENGINEERING - LM-32,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-470
SYSTEMIC DESIGN - LM-12 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/81-4
FASHION COMMUNICATION AND LUXURY STRATEGIES - LM-92 R,Libera Università di lingue e comunicazione IULM-MI,Magistrale,EN,2 years,https://www.iulm.it/it/offerta-formativa/corsi-di-lauree-magistrali/fashion-communication-and-luxury-strategies/fashion-communication-and-luxury-strategies
PHYSICS - LM-17 R,Università degli Studi di MILANO-BICOCCA,Magistrale,MU,2 years,https://www.fisica.unimib.it/it/didattica/corsi-studio#main-content
EVOLUTIONARY BIOLOGY - LM-6 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3000&cg=scienze
EUROPEAN STUDIES IN INVESTOR RELATIONS AND FINANCIAL COMMUNICATION - LM-90 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/european-studies-in-investor-relations-financial-communication-milano
EUROPEAN STUDIES - LM-90 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33468
"EUROPEAN POLICIES FOR DIGITAL, ECOLOGICAL AND SOCIAL TRANSITIONS - LM-90 R",Università degli Studi di TRIESTE,Magistrale,EN,2 years,https://degree.units.it/2-digital-ecological-social-transition
EUROPEAN AND GLOBAL STUDIES - LM-90 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?ordinamento=2025&key=EP2901&tipo=LM&scuola=EP
EUROPEAN STUDIES - L-36 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,https://corsi.unibo.it/1cycle/EuropeanStudies
EUROPEAN LEGAL STUDIES - LM-90 R,Università degli Studi di TORINO,Magistrale,EN,2 years,http://www.europeanlegalstudies.unito.it/do/home.pl
"EUROPEAN LANGUAGES, CULTURES AND SOCIETIES IN CONTACT - LM-38 R",Università degli Studi di PAVIA,Magistrale,MU,2 years,https://portale.unipv.it/it/didattica/corsi-di-laurea/corsi-di-laurea-magistrale/european-languages-cultures-and-societies-contact
ELECTRICAL ENGINEERING - LM-28,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-550
QUANTUM ENGINEERING - LM-29,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-576
NANOTECHNOLOGIES FOR ICTS - LM-29,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-572
ELECTRONIC ENGINEERING - LM-29,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/37-552
ENGINEERING AND MANAGEMENT - LM-31,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/38-558
COMPUTER ENGINEERING - LM-32,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/37-562
DATA SCIENCE AND ENGINEERING - LM-32,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-470
CYBERSECURITY ENGINEERING - LM-32/ LM-66 R,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-468
MECHANICAL ENGINEERING - LM-33,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-565
AUTOMOTIVE ENGINEERING - LM-33,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-464
NANOTECHNOLOGIES FOR ICTS - LM-29,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-572
PHYSICS OF COMPLEX SYSTEMS - LM-44 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/37-573
URBAN AND REGIONAL PLANNING - LM-48 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/didattica/corsi-di-laurea-magistrale/pianificazione-urbanistica-e-territoriale
QUANTUM ENGINEERING - LM-29,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-576
APPLIED MATHEMATICS - LM-40 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://applied-mathematics.unisi.it/it
ARTIFICIAL INTELLIGENCE AND AUTOMATION ENGINEERING - LM-32,Università degli Studi di SIENA,Magistrale,EN,2 years,https://artificial-intelligence-automation.unisi.it/
"BIODIVERSITY, CONSERVATION AND ENVIRONMENTAL QUALITY - LM-6 R",Università degli Studi di SIENA,Magistrale,EN,2 years,https://bceq.unisi.it/en
BIOLOGY - LM-6 R,Università degli Studi di SIENA,Magistrale,MU,2 years,https://biologia.unisi.it/
BIOTECH ENGINEERING FOR HEALTH - L-2 R/ L-8 R,Università degli Studi di SIENA,Triennale,EN,3 years,https://biotech-engineering.unisi.it/it
BIOTECHNOLOGIES OF HUMAN REPRODUCTION - LM-9 R,Università degli Studi di SIENA,Magistrale,EN,2 years,https://biotechnologies-humrep.unisi.it/en
SYSTEMIC DESIGN - LM-12 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/81-4
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-480
CHEMICAL AND SUSTAINABLE PROCESSES ENGINEERING - LM-22 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-482
CIVIL ENGINEERING - LM-23 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-484
AGRITECH ENGINEERING - LM-26 R,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-457
ENERGY AND NUCLEAR ENGINEERING - LM-30 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-554
ENVIRONMENTAL AND LAND ENGINEERING - LM-35 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/32-569
GEORESOURCES AND GEOENERGY ENGINEERING - LM-35 R,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/32-475
PHYSICS OF COMPLEX SYSTEMS - LM-44 R,Politecnico di TORINO,Magistrale,MU,2 years,https://www.polito.it/corsi/37-573
